timestamp,consumption
2020-01-01 00:00:00,35.249809777709345
2020-01-01 01:00:00,44.52371101601579
2020-01-01 02:00:00,42.694793323293695
2020-01-01 03:00:00,47.65144137919758
2020-01-01 04:00:00,47.62387454476831
2020-01-01 05:00:00,44.61708829848182
2020-01-01 06:00:00,41.58867854524651
2020-01-01 07:00:00,42.06012037429544
2020-01-01 08:00:00,42.9678695960126
2020-01-01 09:00:00,42.31043742995311
2020-01-01 10:00:00,38.63688452612861
2020-01-01 11:00:00,33.30244591347664
2020-01-01 12:00:00,33.97010422141025
2020-01-01 13:00:00,31.165314379698504
2020-01-01 14:00:00,24.161422590102493
2020-01-01 15:00:00,26.985991269710265
2020-01-01 16:00:00,24.250601271963152
2020-01-01 17:00:00,24.312306684625757
2020-01-01 18:00:00,26.3694036397284
2020-01-01 19:00:00,28.524213220751403
2020-01-01 20:00:00,31.35665175955552
2020-01-01 21:00:00,30.027468833497302
2020-01-01 22:00:00,34.441706791097
2020-01-01 23:00:00,37.982542591663794
2020-01-02 00:00:00,39.67681289556361
2020-01-02 01:00:00,40.836101672895246
2020-01-02 02:00:00,44.56373875286166
2020-01-02 03:00:00,40.82300015117899
2020-01-02 04:00:00,44.46459983730183
2020-01-02 05:00:00,46.53868147707843
2020-01-02 06:00:00,47.61469716892056
2020-01-02 07:00:00,44.83482890452859
2020-01-02 08:00:00,47.3604680697762
2020-01-02 09:00:00,37.09321507689697
2020-01-02 10:00:00,38.857094716398386
2020-01-02 11:00:00,28.750046500621398
2020-01-02 12:00:00,33.856616263042305
2020-01-02 13:00:00,28.69874491170789
2020-01-02 14:00:00,28.07783163916444
2020-01-02 15:00:00,29.41094885619702
2020-01-02 16:00:00,23.20544960960365
2020-01-02 17:00:00,21.400372690522527
2020-01-02 18:00:00,25.8422625522649
2020-01-02 19:00:00,27.8082041018104
2020-01-02 20:00:00,32.04451111078706
2020-01-02 21:00:00,30.544050561169954
2020-01-02 22:00:00,35.3662379775013
2020-01-02 23:00:00,30.177688478681993
2020-01-03 00:00:00,39.079050769409974
2020-01-03 01:00:00,41.66492663135297
2020-01-03 02:00:00,30.706273459778625
2020-01-03 03:00:00,43.44065595379933
2020-01-03 04:00:00,43.36838762004398
2020-01-03 05:00:00,43.25563681277985
2020-01-03 06:00:00,42.915356271651135
2020-01-03 07:00:00,34.936273118453116
2020-01-03 08:00:00,41.63423043996682
2020-01-03 09:00:00,39.168010606927794
2020-01-03 10:00:00,39.38531574712057
2020-01-03 11:00:00,36.0864611862349
2020-01-03 12:00:00,33.215293156760005
2020-01-03 13:00:00,29.132311538044625
2020-01-03 14:00:00,30.628763770068094
